number;department;section;name;full_name;char;type;doc_diff;status;date_pub;papers
;21;;20380.21.26283;Извещение об изменении;;Извещение об изменении;20380-141.06-193,20380-141.06-193СБ;;07.06.2021;А4 - 3
;21;;20380-141.06-193;Полуобъемная секция барбета ЛБ 67-77 шп.;а6;Спецификация;;;07.06.2021;
;21;;20380-141.06-193СБ;Полуобъемная секция барбета ЛБ 67-77 шп. Сборочный чертеж;а6;Сборочный чертеж;;;07.06.2021;
;21;;20380.21.26287;Извещение об изменении;;Извещение об изменении;20380-141.06-192,20380-141.06-192СБ;;08.06.2021;А4 - 3
;21;;20380-141.06-192;Полуобъемная секция барбета ПрБ 67-77 шп.;а4;Спецификация;;;08.06.2021;
;21;;20380-141.06-192СБ;Полуобъемная секция барбета ПрБ 67-77 шп.;а4;Сборочный чертеж;;;08.06.2021;
;21;;20380.21.26669;Извещение об изменении;;Извещение об изменении;20380-151.03-186,20380-151.03-186СБ;;15.07.2021;А4 - 4
;21;;20380-151.03-186;Фундаменты под верхней палубой 78-82 шп.в КМО;а2;Спецификация;;;15.07.2021;
;21;;20380-151.03-186СБ;Фундаменты под верхней палубой 78-82 шп.в КМО;а2;Сборочный чертеж;;;15.07.2021;
;21;;20380.21.26696;Извещение об изменении;;Извещение об изменении;20380-151.03-172,20380-151.03-172СБ;;14.07.2021;А4 - 4
;21;;20380-151.03-172;Фундаменты под воздухоохладители ОВВМI-100 под ВП,78-81 шп. ЛБ и ПрБ в КМО;а2;Спецификация;;;14.07.2021;
;21;;20380-151.03-172СБ;Фундаменты под воздухоохладители ОВВМI-100 под ВП,78-81 шп. ЛБ и ПрБ в КМО;а3;Сборочный чертеж;;;14.07.2021;
;21;;20380.21.26718;Извещение об изменении;;Извещение об изменении;20380-117.04-006,20380-117.04-006СБ,20380-117.34-007СБ,20380-153.06-009СБ,20380-153.06-010СБ,20380-161.03-006СБ;;06.08.2021;А4 - 5
;21;;20380-117.04-006;Рудерпост;а4;Спецификация;;;06.08.2021;
;21;;20380-117.04-006СБ;Рудерпост Сборочный чертеж;а4;Сборочный чертеж;;;06.08.2021;
;21;;20380-117.34-007СБ;Установка кронштейнов и мортир валопроводов Сборочный чертеж;а5;Сборочный чертеж;;;06.08.2021;
;21;;20380-153.06-009СБ;Фундаменты в барбете АК-630М №2 72-76 шп. ЛБ 2 ярус надстройки Сборочный чертеж;а3;Сборочный чертеж;;;06.08.2021;
;21;;20380-153.06-010СБ;Фундаменты в барбете АК-630М №1 72-76 шп. ПрБ 2 ярус надстройки. Сборочный чертеж;а3;Сборочный чертеж;;;06.08.2021;
;21;;20380-161.03-006СБ;Цистерна дистиллята систем пожаротушения. Корпус. Сборочный чертеж;а4;Сборочный чертеж;;;06.08.2021;
;21;;20380.21.26732;Извещение об изменении;;Извещение об изменении;20380-152.02-027,20380-152.02-027СБ;;26.07.2021;А4 - 1
;21;;20380-152.02-027;Фундаменты под щит ЩРО-080 в тамбуре №8.;а3;Спецификация;;;26.07.2021;
;21;;20380-152.02-027СБ;Фундаменты под щит ЩРО-080 в тамбуре №8. Сборочный чертеж;а3;Сборочный чертеж;;;26.07.2021;
;21;;20380.21.26733;Извещение об изменении;;Извещение об изменении;20380-152.01-446,20380-152.01-446СБ;;28.07.2021;А4 - 3
;21;;20380-152.01-446;Фундаменты на ПрБ 19-21 шп. в агрегатной А 190;а1;Спецификация;;;28.07.2021;
;21;;20380-152.01-446СБ;Фундаменты на ПрБ 19-21 шп. в агрегатной А 190 Сборочный чертеж;а2;Сборочный чертеж;;;28.07.2021;
;21;;20380.21.26739;Извещение об изменении;;Извещение об изменении;20380-152.03-457,20380-152.03-457СБ;;26.07.2021;А4 - 1
;21;;20380-152.03-457;Фундамент на подволоке под приборы в УОС №3 84-86 шп. ЛБ;а3;Спецификация;;;26.07.2021;
;21;;20380-152.03-457СБ;Фундамент на подволоке под приборы в УОС №3 84-86 шп. ЛБ;а3;Сборочный чертеж;;;26.07.2021;
;21;;20380.21.26761;Извещение об изменении;;Извещение об изменении;20380-159.05-561СБ;;26.07.2021;А4 - 2
;21;;20380-159.05-561СБ;Фундамент под оборудование в ходовой рубке-ГКП ПрБ 46 шп;а1;Сборочный чертеж;;;26.07.2021;
;21;;20380.21.26768;Извещение об изменении;;Извещение об изменении;20380-159.05-550,20380-159.05-550СБ;;18.10.2021;А3 - 4
;21;;20380-159.05-550;Фундаменты под кондиционер АКР45 и электровентилятор РСС 40/25 в АП №1;а1;Спецификация;;;18.10.2021;
;21;;20380-159.05-550СБ;Фундаменты под кондиционер АКР45 и электровентилятор РСС 40/25 в АП №1;а1;Сборочный чертеж;;;18.10.2021;
;21;;20380.21.26781;Извещение об изменении;;Извещение об изменении;20380-123.03-043СБ,20380-123.04-063,20380-123.04-063СБ;;10.08.2021;А4 - 3
;21;;20380-123.03-043СБ;Стенки шахты приема воздуха №3 и №4 под ВП 80-81 шп. ЛБ и ПрБ Сборочный чертеж;а2;Сборочный чертеж;;;10.08.2021;
